문장ID,원본용어번호,업무카테고리,관련카테고리,금융용어,용어성격,화자,발화유형,한국어 금융문장,생성구분,자연스러움,용어정확성,유사성,동일골격횟수,동일용어내최대유사도,최종판정,검수사유,자동수정안,재검수판정,재검수사유,최종사용문장
KO-FIN-03090,773,금융시장·거래,주식 / 파생상품,주가지수선물거래,행위·절차,고객,확인,주가지수선물거래과 관련된 시장 정보를 확인하고 싶습니다.,용어기반,미흡,정확(문법 수정),매우 높음,236,0.431,수정 권장,조사 오류: '주가지수선물거래과' → '주가지수선물거래와'; 동일 문장구조가 236회 반복,주가지수선물거래와 관련된 시장 정보를 확인하고 싶습니다.,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,주가지수선물거래와 관련된 시장 정보를 확인하고 싶습니다.
KO-FIN-03093,774,주식,,주가평균,일반개념,고객,질문,주가평균이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.372,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주가평균이 무엇인지 설명해 주세요.
KO-FIN-03100,775,기업금융·자본조달,증권·예탁,주간사회사,기관·조직,금융기관,안내,주간사회사의 세부 조건과 절차는 거래 유형에 따라 달라질 수 있습니다.,용어기반,양호,정확,높음,25,0.5,수정 권장,유사 문장구조 반복(25회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,주간사회사의 세부 조건과 절차는 거래 유형에 따라 달라질 수 있습니다.
KO-FIN-03101,776,주식,,주권,일반개념,고객,질문,주권이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.308,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주권이 무엇인지 설명해 주세요.
KO-FIN-03106,777,증권·예탁,주식,주권계속예탁제도,법규·제도,고객,확인,주권계속예탁제도 처리 절차를 확인하고 싶습니다.,용어기반,보통,정확,매우 높음,241,0.69,수정 권장,동일 문장구조가 241회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주권계속예탁제도 처리 절차를 확인하고 싶습니다.
KO-FIN-03111,778,주식,증권·예탁,주권기번호,일반개념,고객,상담,주권기번호과 관련해 투자 전에 확인해야 할 사항이 있나요?,용어기반,미흡,정확(문법 수정),매우 높음,183,0.507,수정 권장,조사 오류: '주권기번호과' → '주권기번호와'; 동일 문장구조가 183회 반복,주권기번호와 관련해 투자 전에 확인해야 할 사항이 있나요?,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,주권기번호와 관련해 투자 전에 확인해야 할 사항이 있나요?
KO-FIN-03115,779,주식,,주권불소지,일반개념,고객,상담,주권불소지과 관련해 투자 전에 확인해야 할 사항이 있나요?,용어기반,미흡,정확(문법 수정),매우 높음,183,0.507,수정 권장,조사 오류: '주권불소지과' → '주권불소지와'; 동일 문장구조가 183회 반복,주권불소지와 관련해 투자 전에 확인해야 할 사항이 있나요?,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,주권불소지와 관련해 투자 전에 확인해야 할 사항이 있나요?
KO-FIN-03117,780,주식,,주권수령증,일반개념,고객,질문,주권수령증이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.4,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주권수령증이 무엇인지 설명해 주세요.
KO-FIN-03122,781,채권,,주당 순자산가치,지표·개념,고객,확인,주당 순자산가치의 조건과 수익 구조를 확인하고 싶습니다.,용어기반,보통,정확,매우 높음,115,0.484,수정 권장,동일 문장구조가 115회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주당 순자산가치의 조건과 수익 구조를 확인하고 싶습니다.
KO-FIN-03125,782,주식,,주당순이익,일반개념,고객,질문,주당순이익이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.4,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주당순이익이 무엇인지 설명해 주세요.
KO-FIN-03129,783,주식,,주당순자산비율,지표·개념,고객,질문,주당순자산비율이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.449,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주당순자산비율이 무엇인지 설명해 주세요.
KO-FIN-03133,784,주식,금융시장·거래,주식매수청구권,일반개념,고객,질문,주식매수청구권이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.449,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주식매수청구권이 무엇인지 설명해 주세요.
KO-FIN-03137,785,주식,기업금융·자본조달,주식발행차액,일반개념,고객,질문,주식발행차액이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.426,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주식발행차액이 무엇인지 설명해 주세요.
KO-FIN-03141,786,주식,,주식배당,행위·절차,고객,질문,주식배당이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.372,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주식배당이 무엇인지 설명해 주세요.
KO-FIN-03147,787,주식,,주식배당예고제,일반개념,고객,상담,주식배당예고제과 관련해 투자 전에 확인해야 할 사항이 있나요?,용어기반,미흡,정확(문법 수정),매우 높음,183,0.533,수정 권장,조사 오류: '주식배당예고제과' → '주식배당예고제와'; 동일 문장구조가 183회 반복,주식배당예고제와 관련해 투자 전에 확인해야 할 사항이 있나요?,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,주식배당예고제와 관련해 투자 전에 확인해야 할 사항이 있나요?
KO-FIN-03149,788,주식,금융시장·거래,주식병합,일반개념,고객,질문,주식병합이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.372,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주식병합이 무엇인지 설명해 주세요.
KO-FIN-03153,789,주식,,주식분할,일반개념,고객,질문,주식분할이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.372,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주식분할이 무엇인지 설명해 주세요.
KO-FIN-03157,790,주식,,주식소각,일반개념,고객,질문,주식소각이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.372,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주식소각이 무엇인지 설명해 주세요.
KO-FIN-03161,791,파생상품,주식 / 자산운용·투자,주식스왑,상품·증권,고객,질문,주식스왑이 무엇인지 쉽게 설명해 주세요.,용어기반,양호,정확,높음,53,0.356,유지(대표 1개만),유사 문장구조 반복(53회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,주식스왑이 무엇인지 쉽게 설명해 주세요.
KO-FIN-03167,792,주식,,주식의 공유,일반개념,고객,상담,주식의 공유과 관련해 투자 전에 확인해야 할 사항이 있나요?,용어기반,미흡,정확(문법 수정),매우 높음,183,0.521,수정 권장,조사 오류: '주식의 공유과' → '주식의 공유와'; 동일 문장구조가 183회 반복,주식의 공유와 관련해 투자 전에 확인해야 할 사항이 있나요?,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,주식의 공유와 관련해 투자 전에 확인해야 할 사항이 있나요?
KO-FIN-03169,793,주식,,주식청약,일반개념,고객,질문,주식청약이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.372,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주식청약이 무엇인지 설명해 주세요.
KO-FIN-03175,794,펀드·신탁,자산운용·투자 / 주식,주식형투자신탁,상품·증권,고객,상담,주식형투자신탁에 가입하기 전에 어떤 점을 확인해야 하나요?,용어기반,양호,정확,높음,52,0.519,수정 권장,유사 문장구조 반복(52회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,주식형투자신탁에 가입하기 전에 어떤 점을 확인해야 하나요?
KO-FIN-03178,795,주식,,주주,사람·역할,고객,확인,주주과 관련된 정보를 확인하고 싶습니다.,용어기반,미흡,정확(문법 수정),매우 높음,183,0.483,수정 권장,조사 오류: '주주과' → '주주와'; 동일 문장구조가 183회 반복,주주와 관련된 정보를 확인하고 싶습니다.,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,주주와 관련된 정보를 확인하고 싶습니다.
KO-FIN-03181,796,주식,,주주권,일반개념,고객,질문,주주권이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.341,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,주주권이 무엇인지 설명해 주세요.
KO-FIN-03187,797,주식,법률·계약,주주명부,일반개념,고객,상담,주주명부과 관련해 투자 전에 확인해야 할 사항이 있나요?,용어기반,미흡,정확(문법 수정),매우 높음,183,0.493,수정 권장,조사 오류: '주주명부과' → '주주명부와'; 동일 문장구조가 183회 반복,주주명부와 관련해 투자 전에 확인해야 할 사항이 있나요?,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,주주명부와 관련해 투자 전에 확인해야 할 사항이 있나요?
